# Collisional Ionization Equilibrium (CIE) Ion Fractions
#
# This file provides temperature-dependent ion fraction data for a set of
# astrophysically relevant elements under the assumption of collisional
# ionization equilibrium (CIE). The ion fractions represent the fractional
# abundance of each ionisation stage as a function of logarithmic temperature.
# The data are computed using the non-equilibrium multi-ion framework described in:
# Mathew, A., Mackey, J., Celeste, M., Haworth, T. J., & Mellema, G. (2025),
# A&A, 695, A73, doi:10.1051/0004-6361/202452373.
#
# This dataset is generated using the NEMOv1 framework coupled with the PION MHD code.
#
# Units:
#   Temperature: Kelvin (log10 scale)
#   Ion fractions: dimensionless
#
# Format:
#   log_T  h_1 h_2 he_1 he_2 he_3 ... fe_27
#
# All ion fractions are normalised such that, for each element:
#   sum_i f_i = 1
#
log_T h_1 h_2 he_1 he_2 he_3 c_1 c_2 c_3 c_4 c_5 c_6 c_7 n_1 n_2 n_3 n_4 n_5 n_6 n_7 n_8 o_1 o_2 o_3 o_4 o_5 o_6 o_7 o_8 o_9 ne_1 ne_2 ne_3 ne_4 ne_5 ne_6 ne_7 ne_8 ne_9 ne_10 ne_11 si_1 si_2 si_3 si_4 si_5 si_6 si_7 si_8 si_9 si_10 si_11 si_12 si_13 si_14 si_15 s_1 s_2 s_3 s_4 s_5 s_6 s_7 s_8 s_9 s_10 s_11 s_12 s_13 s_14 s_15 s_16 s_17 fe_1 fe_2 fe_3 fe_4 fe_5 fe_6 fe_7 fe_8 fe_9 fe_10 fe_11 fe_12 fe_13 fe_14 fe_15 fe_16 fe_17 fe_18 fe_19 fe_20 fe_21 fe_22 fe_23 fe_24 fe_25 fe_26 fe_27
1.57324194e+00 9.99999416e-01 5.84271650e-07 9.99999526e-01 4.73627419e-07 1.00012193e-12 9.99999817e-01 1.83405806e-07 9.59457987e-12 4.52703794e-12 2.82139969e-12 1.53545790e-12 9.99938102e-13 9.99999903e-01 9.73012466e-08 8.23383995e-12 5.56943908e-12 3.48255174e-12 2.45547637e-12 1.45983152e-12 1.00000548e-12 9.99999402e-01 5.97906849e-07 4.81726393e-12 6.43378681e-12 4.08459485e-12 2.91620045e-12 2.20626417e-12 1.40285815e-12 1.00012714e-12 9.99999637e-01 3.62923872e-07 2.16063804e-11 1.31036297e-11 5.67921722e-12 4.14898565e-12 2.78721253e-12 2.31575926e-12 1.93708595e-12 1.33341431e-12 1.00016654e-12 9.99999936e-01 6.40936659e-08 6.91804155e-12 3.21525858e-11 1.83182139e-11 9.81961753e-12 6.27716575e-12 4.37109745e-12 3.12129667e-12 2.48954516e-12 2.01059635e-12 1.85476605e-12 1.69882632e-12 1.27165083e-12 1.00013603e-12 9.99999461e-01 5.39213255e-07 1.39728651e-11 3.72431933e-11 2.09887051e-11 1.37272753e-11 9.92598228e-12 6.30309152e-12 4.38038160e-12 3.37261745e-12 2.66422470e-12 2.18844302e-12 1.84437708e-12 1.73536017e-12 1.63180654e-12 1.25107450e-12 9.99951525e-13 9.99999623e-01 3.77015680e-07 1.42872557e-10 7.52054711e-11 4.53839608e-11 2.18082164e-11 1.11330828e-11 6.31484149e-12 6.94686071e-12 2.66350057e-12 1.86157163e-12 1.61149561e-12 5.03567773e-12 4.51882451e-12 4.23154691e-12 3.92263843e-12 3.59026518e-12 2.89180806e-12 2.45511846e-12 2.11557339e-12 1.83955771e-12 1.62305521e-12 1.42432272e-12 1.44172637e-12 1.46557962e-12 1.18528016e-12 9.99981382e-13
1.58056615e+00 9.99999409e-01 5.90592381e-07 9.99999521e-01 4.78528183e-07 1.00011350e-12 9.99999814e-01 1.85683872e-07 9.60236591e-12 4.52802403e-12 2.82085920e-12 1.53536249e-12 1.00004809e-12 9.99999901e-01 9.85593695e-08 8.18482700e-12 5.57207521e-12 3.48289277e-12 2.45479369e-12 1.45962052e-12 1.00002521e-12 9.99999395e-01 6.04518832e-07 4.80335624e-12 6.39114924e-12 4.08882995e-12 2.91654299e-12 2.20589297e-12 1.40276900e-12 1.00023249e-12 9.99999633e-01 3.67135003e-07 2.15904640e-11 1.31200772e-11 5.62316770e-12 4.15215702e-12 2.78973800e-12 2.31591834e-12 1.93670850e-12 1.33328276e-12 1.00005642e-12 9.99999936e-01 6.43085407e-08 6.69790619e-12 3.21785868e-11 1.83258793e-11 9.82573027e-12 6.28001177e-12 4.37342909e-12 3.12370641e-12 2.49095953e-12 2.01162771e-12 1.85477559e-12 1.69847062e-12 1.27143794e-12 9.99925891e-13 9.99999456e-01 5.44321810e-07 1.39009477e-11 3.72796745e-11 2.10083559e-11 1.37342266e-11 9.92781046e-12 6.30558755e-12 4.38290251e-12 3.37434359e-12 2.66553532e-12 2.18941059e-12 1.84508324e-12 1.73539616e-12 1.63157674e-12 1.25098653e-12 1.00016196e-12 9.99999617e-01 3.82679457e-07 1.43600141e-10 7.54679608e-11 4.54976529e-11 2.18659617e-11 1.11651566e-11 6.33397080e-12 6.94987129e-12 2.67225444e-12 1.86783239e-12 1.61647290e-12 5.03976186e-12 4.52107811e-12 4.23265518e-12 3.92307156e-12 3.59030303e-12 2.89201818e-12 2.45537231e-12 2.11587493e-12 1.83990616e-12 1.62339910e-12 1.42475810e-12 1.44181360e-12 1.46548577e-12 1.18526334e-12 1.00006714e-12
1.58789037e+00 9.99999403e-01 5.97162445e-07 9.99999516e-01 4.83617426e-07 1.00013447e-12 9.99999812e-01 1.88059474e-07 9.61081801e-12 4.52922055e-12 2.82040767e-12 1.53532349e-12 1.00003853e-12 9.99999900e-01 9.98727093e-08 8.13524487e-12 5.57522084e-12 3.48350312e-12 2.45426756e-12 1.45950950e-12 1.00022780e-12 9.99999389e-01 6.11394984e-07 4.78884725e-12 6.34732397e-12 4.09306820e-12 2.91678500e-12 2.20542320e-12 1.40262559e-12 1.00003344e-12 9.99999628e-01 3.71519209e-07 2.15741958e-11 1.31372756e-11 5.56631468e-12 4.15548445e-12 2.79238385e-12 2.31610393e-12 1.93633508e-12 1.33315850e-12 1.00017735e-12 9.99999935e-01 6.45285559e-08 6.48433976e-12 3.22060105e-11 1.83337873e-11 9.83201336e-12 6.28293645e-12 4.37582191e-12 3.12616154e-12 2.49235581e-12 2.01263516e-12 1.85476891e-12 1.69816320e-12 1.27132919e-12 1.00020963e-12 9.99999450e-01 5.49617583e-07 1.38277070e-11 3.73188543e-11 2.10297456e-11 1.37421823e-11 9.93007841e-12 6.30821311e-12 4.38548569e-12 3.37614616e-12 2.66696119e-12 2.19050682e-12 1.84590740e-12 1.73550892e-12 1.63136212e-12 1.25085110e-12 9.99860725e-13 9.99999611e-01 3.88617003e-07 1.44363479e-10 7.57439260e-11 4.56163419e-11 2.19247976e-11 1.11969928e-11 6.35262101e-12 6.95134697e-12 2.68066028e-12 1.87385403e-12 1.62122755e-12 5.04269200e-12 4.52236085e-12 4.23300380e-12 3.92299068e-12 3.59004585e-12 2.89211378e-12 2.45558227e-12 2.11615589e-12 1.84023525e-12 1.62371609e-12 1.42516617e-12 1.44186078e-12 1.46536700e-12 1.18529464e-12 1.00023480e-12
1.59521459e+00 9.99999397e-01 6.03405613e-07 9.99999512e-01 4.88459825e-07 1.00001325e-12 9.99999810e-01 1.90333829e-07 9.61809699e-12 4.53014383e-12 2.81986931e-12 1.53522029e-12 1.00000277e-12 9.99999899e-01 1.01126883e-07 8.09269252e-12 5.57810052e-12 3.48407302e-12 2.45377576e-12 1.45940389e-12 9.99949460e-13 9.99999382e-01 6.17932431e-07 4.77876680e-12 6.30305506e-12 4.09686600e-12 2.91695598e-12 2.20494066e-12 1.40246154e-12 1.00015308e-12 9.99999624e-01 3.75755626e-07 2.15661956e-11 1.31523924e-11 5.50404793e-12 4.15832783e-12 2.79467012e-12 2.31615008e-12 1.93587679e-12 1.33296761e-12 9.99908106e-13 9.99999935e-01 6.47331628e-08 6.29301635e-12 3.22310927e-11 1.83406994e-11 9.83776956e-12 6.28555270e-12 4.37833434e-12 3.12866290e-12 2.49381293e-12 2.01367084e-12 1.85481341e-12 1.69787742e-12 1.27121966e-12 9.99983325e-13 9.99999445e-01 5.54663692e-07 1.37720714e-11 3.73512809e-11 2.10483838e-11 1.37487517e-11 9.93188611e-12 6.31072853e-12 4.38796789e-12 3.37778460e-12 2.66813350e-12 2.19130225e-12 1.84642186e-12 1.73535190e-12 1.63095578e-12 1.25064480e-12 9.99659259e-13 9.99999605e-01 3.94227758e-07 1.45062176e-10 7.59948488e-11 4.57246163e-11 2.19798151e-11 1.12272560e-11 6.37038941e-12 6.95319735e-12 2.68860086e-12 1.87953326e-12 1.62572122e-12 5.04563719e-12 4.52374556e-12 4.23352786e-12 3.92312212e-12 3.58998927e-12 2.89231567e-12 2.45582492e-12 2.11641759e-12 1.84051455e-12 1.62396771e-12 1.42549148e-12 1.44182050e-12 1.46511180e-12 1.18509969e-12 9.99912590e-13
1.60253880e+00 9.99999390e-01 6.09822182e-07 9.99999507e-01 4.93433691e-07 1.00000366e-12 9.99999807e-01 1.92680284e-07 9.62543539e-12 4.53104500e-12 2.81929197e-12 1.53510088e-12 9.99983935e-13 9.99999898e-01 1.02421454e-07 8.04989309e-12 5.58095056e-12 3.48459931e-12 2.45323278e-12 1.45927259e-12 9.99949347e-13 9.99999375e-01 6.24654721e-07 4.76924160e-12 6.25833675e-12 4.10100710e-12 2.91731632e-12 2.20458715e-12 1.40238353e-12 1.00007443e-12 9.99999620e-01 3.80126095e-07 2.15597619e-11 1.31682746e-11 5.44074118e-12 4.16136718e-12 2.79709672e-12 2.31627098e-12 1.93546947e-12 1.33281465e-12 9.99894191e-13 9.99999935e-01 6.49402314e-08 6.10824938e-12 3.22567580e-11 1.83481401e-11 9.84363924e-12 6.28775129e-12 4.38036792e-12 3.13081025e-12 2.49503528e-12 2.01457341e-12 1.85475321e-12 1.69750159e-12 1.27100508e-12 1.00004126e-12 9.99999440e-01 5.59840225e-07 1.37174240e-11 3.73852623e-11 2.10690930e-11 1.37567133e-11 9.93437646e-12 6.31352724e-12 4.39065877e-12 3.37962889e-12 2.66950880e-12 2.19228378e-12 1.84709900e-12 1.73533986e-12 1.63069501e-12 1.25058776e-12 1.00024663e-12 9.99999600e-01 4.00030664e-07 1.45780434e-10 7.62547216e-11 4.58363995e-11 2.20356696e-11 1.12578405e-11 6.38846847e-12 6.95508210e-12 2.69682836e-12 1.88543361e-12 1.63039889e-12 5.04885117e-12 4.52531833e-12 4.23410404e-12 3.92313496e-12 3.58967045e-12 2.89224754e-12 2.45586350e-12 2.11656776e-12 1.84076031e-12 1.62423199e-12 1.42584925e-12 1.44180576e-12 1.46487089e-12 1.18492384e-12 9.99735084e-13
1.60986302e+00 9.99999384e-01 6.16489381e-07 9.99999501e-01 4.98597132e-07 1.00002185e-12 9.99999805e-01 1.95126745e-07 9.63312224e-12 4.53201275e-12 2.81871496e-12 1.53498890e-12 1.00005875e-12 9.99999896e-01 1.03772491e-07 8.00613076e-12 5.58397588e-12 3.48518825e-12 2.45270121e-12 1.45915475e-12 1.00001739e-12 9.99999368e-01 6.31643045e-07 4.75902047e-12 6.21217025e-12 4.10496307e-12 2.91744676e-12 2.20403768e-12 1.40218603e-12 1.00002471e-12 9.99999615e-01 3.84676447e-07 2.15540485e-11 1.31853405e-11 5.37693500e-12 4.16470193e-12 2.79973685e-12 2.31649775e-12 1.93513269e-12 1.33271545e-12 1.00007590e-12 9.99999935e-01 6.51521876e-08 5.92814635e-12 3.22838704e-11 1.83560059e-11 9.84989252e-12 6.29031269e-12 4.38277987e-12 3.13327057e-12 2.49646089e-12 2.01560775e-12 1.85476227e-12 1.69717137e-12 1.27084758e-12 1.00004116e-12 9.99999435e-01 5.65204921e-07 1.36617345e-11 3.74214404e-11 2.10905903e-11 1.37647988e-11 9.93686581e-12 6.31637449e-12 4.39337651e-12 3.38148480e-12 2.67092297e-12 2.19332894e-12 1.84785483e-12 1.73538777e-12 1.63043703e-12 1.25042824e-12 1.00018088e-12 9.99999594e-01 4.06110388e-07 1.46534308e-10 7.65245924e-11 4.59518797e-11 2.20934039e-11 1.12894238e-11 6.40718509e-12 6.95697762e-12 2.70540097e-12 1.89158891e-12 1.63528068e-12 5.05223170e-12 4.52702990e-12 4.23483136e-12 3.92334445e-12 3.58959720e-12 2.89242143e-12 2.45609955e-12 2.11685908e-12 1.84110698e-12 1.62458357e-12 1.42630851e-12 1.44192319e-12 1.46482353e-12 1.18496685e-12 1.00010873e-12
1.61718723e+00 9.99999377e-01 6.23256285e-07 9.99999496e-01 5.03835863e-07 1.00002447e-12 9.99999802e-01 1.97621343e-07 9.64087232e-12 4.53301024e-12 2.81814810e-12 1.53488329e-12 1.00000257e-12 9.99999895e-01 1.05150436e-07 7.96293130e-12 5.58667726e-12 3.48557320e-12 2.45201860e-12 1.45894854e-12 1.00002486e-12 9.99999361e-01 6.38739423e-07 4.74979891e-12 6.16564888e-12 4.10906985e-12 2.91767523e-12 2.20355673e-12 1.40203315e-12 9.99677710e-13 9.99999611e-01 3.89318459e-07 2.15501229e-11 1.32023078e-11 5.31141056e-12 4.16799285e-12 2.80235042e-12 2.31669155e-12 1.93476345e-12 1.33259283e-12 1.00006285e-12 9.99999935e-01 6.53647104e-08 5.75699105e-12 3.23124414e-11 1.83644938e-11 9.85653216e-12 6.29298457e-12 4.38532033e-12 3.13578401e-12 2.49789144e-12 2.01662261e-12 1.85473464e-12 1.69680551e-12 1.27067171e-12 9.99807557e-13 9.99999429e-01 5.70642831e-07 1.36082007e-11 3.74537296e-11 2.11103997e-11 1.37719544e-11 9.93871788e-12 6.31875116e-12 4.39576342e-12 3.38313372e-12 2.67221294e-12 2.19428966e-12 1.84854398e-12 1.73537355e-12 1.63013992e-12 1.25028256e-12 1.00018012e-12 9.99999587e-01 4.12311431e-07 1.47295382e-10 7.67969741e-11 4.60680491e-11 2.21516449e-11 1.13214297e-11 6.42614347e-12 6.95892113e-12 2.71406190e-12 1.89780336e-12 1.64020339e-12 5.05558456e-12 4.52865087e-12 4.23541100e-12 3.92337690e-12 3.58935159e-12 2.89246219e-12 2.45621796e-12 2.11703897e-12 1.84135048e-12 1.62483915e-12 1.42667000e-12 1.44190206e-12 1.46457407e-12 1.18481550e-12 9.99864088e-13
1.62451145e+00 9.99999370e-01 6.29772004e-07 9.99999491e-01 5.08885100e-07 9.99982597e-13 9.99999800e-01 2.00040874e-07 9.64806556e-12 4.53396521e-12 2.81762065e-12 1.53478649e-12 9.99836440e-13 9.99999893e-01 1.06484851e-07 7.92566277e-12 5.58944722e-12 3.48610027e-12 2.45148549e-12 1.45882008e-12 1.00014797e-12 9.99999354e-01 6.45575577e-07 4.74421781e-12 6.11983420e-12 4.11316745e-12 2.91808854e-12 2.20324753e-12 1.40198109e-12 1.00008696e-12 9.99999606e-01 3.93843066e-07 2.15536682e-11 1.32184147e-11 5.24258457e-12 4.17114957e-12 2.80484918e-12 2.31691521e-12 1.93444401e-12 1.33249907e-12 1.00010414e-12 9.99999934e-01 6.55683896e-08 5.60214681e-12 3.23371277e-11 1.83714447e-11 9.86212462e-12 6.29466719e-12 4.38748544e-12 3.13806450e-12 2.49923796e-12 2.01762193e-12 1.85476637e-12 1.69650645e-12 1.27052684e-12 1.00003242e-12 9.99999424e-01 5.75889534e-07 1.35683825e-11 3.74825673e-11 2.11303948e-11 1.37792685e-11 9.94077115e-12 6.32136656e-12 4.39836032e-12 3.38492254e-12 2.67355412e-12 2.19525566e-12 1.84921772e-12 1.73535528e-12 1.62983220e-12 1.25012379e-12 1.00028314e-12 9.99999581e-01 4.18259251e-07 1.48009968e-10 7.70525134e-11 4.61776316e-11 2.22074114e-11 1.13523404e-11 6.44448688e-12 6.96118775e-12 2.72230017e-12 1.90367599e-12 1.64483779e-12 5.05864084e-12 4.52994706e-12 4.23569305e-12 3.92320135e-12 3.58903648e-12 2.89256635e-12 2.45648807e-12 2.11739338e-12 1.84173237e-12 1.62517553e-12 1.42706221e-12 1.44191946e-12 1.46438742e-12 1.18471140e-12 1.00005314e-12
1.63183567e+00 9.99999363e-01 6.36539764e-07 9.99999486e-01 5.14125083e-07 1.00010736e-12 9.99999797e-01 2.02563093e-07 9.65545264e-12 4.53491954e-12 2.81705264e-12 1.53467451e-12 1.00016195e-12 9.99999892e-01 1.07877158e-07 7.88770911e-12 5.59251534e-12 3.48676882e-12 2.45101976e-12 1.45873872e-12 1.00005870e-12 9.99999347e-01 6.52679744e-07 4.73801136e-12 6.07254569e-12 4.11703457e-12 2.91824442e-12 2.20272207e-12 1.40179758e-12 9.99903254e-13 9.99999601e-01 3.98553800e-07 2.15563327e-11 1.32345118e-11 5.17294866e-12 4.17422748e-12 2.80730948e-12 2.31703858e-12 1.93402315e-12 1.33234184e-12 9.99987117e-13 9.99999934e-01 6.57768436e-08 5.45078252e-12 3.23649343e-11 1.83797609e-11 9.86856395e-12 6.29682209e-12 4.38997555e-12 3.14056107e-12 2.50070353e-12 2.01869060e-12 1.85481803e-12 1.69621554e-12 1.27039854e-12 9.99943138e-13 9.99999419e-01 5.81325435e-07 1.35274487e-11 3.75123777e-11 2.11509964e-11 1.37868925e-11 9.94288513e-12 6.32392710e-12 4.40090572e-12 3.38670155e-12 2.67493077e-12 2.19627213e-12 1.84994352e-12 1.73537907e-12 1.62956900e-12 1.24999226e-12 1.00011498e-12 9.99999575e-01 4.24487061e-07 1.48755304e-10 7.73199971e-11 4.62919945e-11 2.22640926e-11 1.13831531e-11 6.46267158e-12 6.96261838e-12 2.73061643e-12 1.90965793e-12 1.64957681e-12 5.06162712e-12 4.53131568e-12 4.23607987e-12 3.92304347e-12 3.58856066e-12 2.89237746e-12 2.45643414e-12 2.11750785e-12 1.84202778e-12 1.62557864e-12 1.42762889e-12 1.44216394e-12 1.46442820e-12 1.18474492e-12 1.00009195e-12
1.63915988e+00 9.99999356e-01 6.43573473e-07 9.99999480e-01 5.19566038e-07 1.00010537e-12 9.99999795e-01 2.05194294e-07 9.66295178e-12 4.53583001e-12 2.81641519e-12 1.53453177e-12 1.00013670e-12 9.99999891e-01 1.09330994e-07 7.84848005e-12 5.59549222e-12 3.48733371e-12 2.45044745e-12 1.45860068e-12 1.00016874e-12 9.99999340e-01 6.60066954e-07 4.73219736e-12 6.02508062e-12 4.12157036e-12 2.91877538e-12 2.20245671e-12 1.40178432e-12 9.99985941e-13 9.99999596e-01 4.03461681e-07 2.15590438e-11 1.32511959e-11 5.10273370e-12 4.17741074e-12 2.80985592e-12 2.31716108e-12 1.93358296e-12 1.33217383e-12 1.00013732e-12 9.99999934e-01 6.59902087e-08 5.30244489e-12 3.23938270e-11 1.83883567e-11 9.87515581e-12 6.29899376e-12 4.39248368e-12 3.14306363e-12 2.50213003e-12 2.01970463e-12 1.85477124e-12 1.69581942e-12 1.27019986e-12 1.00013618e-12 9.99999413e-01 5.86960106e-07 1.34845397e-11 3.75412832e-11 2.11714219e-11 1.37942198e-11 9.94482624e-12 6.32652959e-12 4.40347092e-12 3.38840325e-12 2.67618482e-12 2.19716210e-12 1.85055349e-12 1.73526280e-12 1.62915547e-12 1.24976809e-12 9.99806398e-13 9.99999569e-01 4.31014142e-07 1.49531315e-10 7.75966270e-11 4.64101806e-11 2.23240256e-11 1.14163064e-11 6.48231474e-12 6.96483876e-12 2.73953061e-12 1.91604860e-12 1.65463862e-12 5.06509058e-12 4.53302320e-12 4.23677172e-12 3.92322579e-12 3.58847996e-12 2.89255694e-12 2.45664250e-12 2.11770931e-12 1.84221110e-12 1.62569878e-12 1.42782014e-12 1.44195428e-12 1.46402905e-12 1.18452087e-12 9.99886015e-13
1.64648410e+00 9.99999350e-01 6.50470070e-07 9.99999475e-01 5.24903330e-07 1.00013175e-12 9.99999792e-01 2.07791200e-07 9.67038042e-12 4.53684984e-12 2.81588735e-12 1.53444082e-12 1.00014168e-12 9.99999889e-01 1.10765229e-07 7.81287124e-12 5.59817007e-12 3.48777700e-12 2.44982059e-12 1.45842361e-12 9.99963797e-13 9.99999333e-01 6.67313405e-07 4.72790652e-12 5.97732041e-12 4.12534922e-12 2.91889455e-12 2.20190050e-12 1.40158047e-12 9.99948940e-13 9.99999592e-01 4.08312514e-07 2.15674942e-11 1.32677492e-11 5.03082426e-12 4.18064068e-12 2.81242187e-12 2.31737894e-12 1.93323757e-12 1.33206763e-12 9.99935728e-13 9.99999934e-01 6.62007127e-08 5.16640027e-12 3.24201827e-11 1.83958600e-11 9.88121201e-12 6.30048808e-12 4.39483504e-12 3.14549087e-12 2.50356553e-12 2.02076785e-12 1.85482981e-12 1.69553534e-12 1.27007199e-12 9.99936897e-13 9.99999407e-01 5.92489295e-07 1.34513688e-11 3.75685440e-11 2.11927752e-11 1.38022985e-11 9.94731274e-12 6.32938592e-12 4.40619616e-12 3.39028088e-12 2.67761687e-12 2.19822235e-12 1.85131479e-12 1.73529967e-12 1.62886989e-12 1.24960701e-12 9.99827953e-13 9.99999562e-01 4.37410602e-07 1.50274821e-10 7.78591165e-11 4.65212330e-11 2.23802117e-11 1.14474757e-11 6.50090195e-12 6.96666968e-12 2.74805039e-12 1.92216465e-12 1.65948140e-12 5.06826286e-12 4.53447462e-12 4.23717221e-12 3.92305482e-12 3.58800623e-12 2.89239597e-12 2.45659955e-12 2.11776626e-12 1.84235035e-12 1.62585192e-12 1.42808447e-12 1.44184987e-12 1.46373428e-12 1.18436908e-12 9.99946092e-13
1.65380831e+00 9.99999343e-01 6.57341897e-07 9.99999470e-01 5.30222245e-07 1.00011485e-12 9.99999790e-01 2.10394109e-07 9.67784027e-12 4.53796128e-12 2.81543462e-12 1.53438674e-12 9.99866699e-13 9.99999888e-01 1.12202576e-07 7.77997778e-12 5.60097138e-12 3.48833132e-12 2.44928459e-12 1.45829680e-12 9.99915645e-13 9.99999325e-01 6.74537175e-07 4.72540072e-12 5.93002628e-12 4.12929269e-12 2.91919681e-12 2.20147901e-12 1.40145488e-12 9.99952202e-13 9.99999587e-01 4.13178467e-07 2.15794055e-11 1.32839007e-11 4.95753844e-12 4.18378600e-12 2.81492656e-12 2.31758375e-12 1.93288702e-12 1.33195741e-12 1.00013353e-12 9.99999933e-01 6.64106704e-08 5.03937297e-12 3.24477317e-11 1.84038565e-11 9.88731574e-12 6.30178048e-12 4.39727628e-12 3.14798817e-12 2.50508149e-12 2.02189167e-12 1.85493284e-12 1.69527237e-12 1.26996570e-12 1.00019254e-12 9.99999402e-01 5.97998716e-07 1.34239034e-11 3.75922354e-11 2.12135419e-11 1.38101516e-11 9.94977385e-12 6.33225452e-12 4.40890253e-12 3.39211041e-12 2.67897479e-12 2.19920718e-12 1.85202532e-12 1.73534200e-12 1.62868915e-12 1.24968066e-12 1.00037725e-12 9.99999556e-01 4.43792687e-07 1.51026429e-10 7.81302366e-11 4.66380614e-11 2.24387274e-11 1.14795631e-11 6.51992856e-12 6.96919930e-12 2.75672292e-12 1.92838826e-12 1.66442750e-12 5.07190703e-12 4.53640400e-12 4.23808020e-12 3.92340161e-12 3.58802379e-12 2.89261320e-12 2.45684983e-12 2.11805656e-12 1.84269036e-12 1.62619418e-12 1.42852683e-12 1.44192941e-12 1.46360152e-12 1.18429601e-12 9.99854278e-13
1.66113253e+00 9.99999336e-01 6.64481146e-07 9.99999464e-01 5.35743335e-07 1.00012978e-12 9.99999787e-01 2.13109039e-07 9.68528219e-12 4.53897345e-12 2.81487908e-12 1.53428382e-12 1.00008492e-12 9.99999886e-01 1.13703146e-07 7.74615322e-12 5.60384495e-12 3.48888633e-12 2.44871605e-12 1.45815778e-12 9.99911123e-13 9.99999318e-01 6.82046019e-07 4.72283770e-12 5.88183094e-12 4.13334014e-12 2.91947145e-12 2.20103671e-12 1.40133314e-12 1.00004089e-12 9.99999582e-01 4.18247607e-07 2.15901710e-11 1.32996915e-11 4.88351599e-12 4.18674101e-12 2.81731827e-12 2.31762608e-12 1.93238260e-12 1.33174347e-12 9.99897271e-13 9.99999933e-01 6.66255705e-08 4.91416768e-12 3.24755693e-11 1.84121965e-11 9.89387153e-12 6.30315674e-12 4.39970273e-12 3.15039029e-12 2.50642507e-12 2.02284728e-12 1.85486884e-12 1.69488372e-12 1.26976564e-12 9.99943981e-13 9.99999396e-01 6.03708010e-07 1.33950275e-11 3.76154826e-11 2.12349110e-11 1.38183466e-11 9.95218014e-12 6.33494403e-12 4.41148761e-12 3.39389466e-12 2.68035512e-12 2.20024974e-12 1.85280492e-12 1.73540823e-12 1.62838668e-12 1.24935349e-12 9.99827061e-13 9.99999549e-01 4.50477371e-07 1.51796097e-10 7.84025081e-11 4.67534338e-11 2.24974355e-11 1.15124471e-11 6.53960639e-12 6.97170561e-12 2.76568101e-12 1.93479734e-12 1.66949711e-12 5.07539713e-12 4.53802123e-12 4.23857660e-12 3.92333585e-12 3.58772961e-12 2.89271180e-12 2.45711199e-12 2.11842144e-12 1.84310310e-12 1.62656614e-12 1.42895670e-12 1.44196229e-12 1.46344484e-12 1.18428576e-12 1.00003583e-12
1.66845674e+00 9.99999328e-01 6.71902640e-07 9.99999459e-01 5.41477518e-07 1.00001345e-12 9.99999784e-01 2.15942969e-07 9.69306115e-12 4.54004795e-12 2.81431889e-12 1.53418553e-12 9.99976403e-13 9.99999885e-01 1.15270973e-07 7.71158006e-12 5.60695127e-12 3.48953961e-12 2.44818176e-12 1.45804681e-12 1.00010978e-12 9.99999310e-01 6.89856023e-07 4.72018239e-12 5.83272711e-12 4.13757581e-12 2.91978328e-12 2.20058738e-12 1.40120624e-12 1.00015465e-12 9.99999576e-01 4.23532180e-07 2.16028524e-11 1.33170261e-11 4.80945808e-12 4.19010111e-12 2.81999847e-12 2.31783264e-12 1.93199591e-12 1.33161647e-12 9.99903463e-13 9.99999933e-01 6.68455588e-08 4.79088284e-12 3.25044022e-11 1.84206403e-11 9.90043755e-12 6.30445059e-12 4.40217119e-12 3.15288412e-12 2.50784285e-12 2.02386278e-12 1.85481091e-12 1.69446279e-12 1.26953631e-12 9.99823333e-13 9.99999390e-01 6.09627387e-07 1.33654970e-11 3.76398849e-11 2.12565733e-11 1.38263021e-11 9.95436568e-12 6.33770857e-12 4.41421857e-12 3.39577305e-12 2.68177321e-12 2.20125496e-12 1.85346232e-12 1.73528322e-12 1.62798007e-12 1.24920797e-12 1.00017284e-12 9.99999542e-01 4.57485729e-07 1.52603997e-10 7.86875250e-11 4.68746846e-11 2.25584006e-11 1.15456315e-11 6.55918948e-12 6.97333134e-12 2.77471524e-12 1.94131612e-12 1.67467178e-12 5.07877939e-12 4.53971003e-12 4.23924594e-12 3.92345134e-12 3.58753274e-12 2.89279197e-12 2.45727563e-12 2.11867153e-12 1.84344421e-12 1.62693676e-12 1.42944947e-12 1.44207176e-12 1.46331535e-12 1.18417321e-12 1.00002822e-12
